YEAR,ESTIMATE,STUB_NAME,STUB_LABEL,Sex_Female,Sex_Male,Sex_Total,Race_15-24 years,Race_25-34 years,Race_35-44 years,Race_45-54 years,Race_55-64 years,Race_65-74 years,Race_75-84 years,Race_85 years and over,Race_All races,Race_American Indian or Alaska Native,Race_Asian,Race_Asian or Pacific Islander,Race_Black,Race_Black or African American,Race_Native Hawaiian or Other Pacific Islander,Race_Under 15 years,Race_White,AGE_15-24 years,AGE_25-34 years,AGE_35-44 years,AGE_45-54 years,AGE_55-64 years,AGE_65-74 years,AGE_75-84 years,AGE_85 years and over,AGE_All ages,AGE_Under 15 years
2008,5.4,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,5.6,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,5.7,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,5.9,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,6.0,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,6.3,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,7.0,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,7.5,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,10.0,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,11.2,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,11.1,Sex and race,Female: Black or African American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,4.6,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,3.7,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,5.2,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,5.6,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,7.3,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,7.9,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,8.6,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,7.9,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,9.9,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,8.8,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,9.6,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,9.7,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,10.7,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,12.2,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,11.6,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,11.2,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,11.3,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,13.1,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,12.7,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,12.8,Sex and race,Female: American Indian or Alaska Native,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,1.0,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,0.8,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,0.8,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,1.1,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,1.2,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,1.1,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,1.3,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,1.4,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,1.6,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,1.3,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,1.3,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,1.5,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,1.6,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,1.4,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,1.5,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,1.7,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,1.5,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,1.8,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,2.0,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,2.1,Sex and race,Female: Asian or Pacific Islander,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,8.6,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,7.1,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,6.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,8.0,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,8.3,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,7.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,8.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,9.1,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,8.7,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,8.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,8.2,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,7.6,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,8.1,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,8.5,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,9.2,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,9.3,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,10.9,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,13.9,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,15.9,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,16.6,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,8.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,8.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2001,9.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2002,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2003,12.9,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2004,13.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005,14.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2006,17.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2007,18.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2008,18.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2009,18.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2010,19.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2011,20.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2012,20.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2013,21.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014,23.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2015,26.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016,32.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2017,35.8,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018,33.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1999,11.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,10.9,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,11.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,11.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,11.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,13.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,15.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,13.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,11.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,10.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,11.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,11.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,13.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,14.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,17.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,24.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,30.8,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,32.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,6.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,6.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,7.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,10.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,12.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,14.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,14.9,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,17.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,14.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,19.6,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,21.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,19.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,20.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,20.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,19.9,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,25.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,11.5,Total,All persons,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,25.8,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,28.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,31.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,34.0,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: American Indian or Alaska Native,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,1.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,1.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,1.5,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,1.8,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,1.7,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,1.9,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2005,2.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006,2.2,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,2.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,2.1,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
